"","FID","OBJECTID","AmbulanceR","BikeAge_Gr","Bike_Age","Bike_Alc_D","Bike_Dir","Bike_Injur","Bike_Pos","Bike_Race","Bike_Sex","City","County","CrashAlcoh","CrashDay","Crash_Date","Crash_Grp","Crash_Hour","Crash_Loc","Crash_Mont","Crash_Time","Crash_Type","Crash_Ty_1","Crash_Year","Crsh_Sevri","Developmen","DrvrAge_Gr","Drvr_Age","Drvr_Alc_D","Drvr_EstSp","Drvr_Injur","Drvr_Race","Drvr_Sex","Drvr_VehTy","ExcsSpdInd","Hit_Run","Light_Cond","Locality","Num_Lanes","Num_Units","Rd_Charact","Rd_Class","Rd_Conditi","Rd_Config","Rd_Defects","Rd_Feature","Rd_Surface","Region","Rural_Urba","Speed_Limi","Traff_Cntr","Weather","Workzone_I","Location","locx","locy"
"37",218,219,"Yes","0-5",5,"No","With Traffic","B: Evident Injury","Travel Lane","White","Male","None - Rural Crash","Richmond","No","","2007-04-16","Backing Vehicle",15,"Non-Intersection","01-04-01","0001-01-01T10:33:58-04:56","Backing Vehicle",311600,2007,"B: Evident Injury","Residential","40-49",41,"No","0-5 mph","O: No Injury","White","Male","Pickup","No","No","Daylight","Urban (>70% Developed)","2 lanes",2,"Straight - Level","State Secondary Route","Dry","Two-Way, Not Divided","None","Driveway, Private","Coarse Asphalt","Piedmont","Rural","30 - 35  MPH","No Control Present","Clear","No","34.921207, -79.76829",-79.76829,34.921207
"38",222,223,"Yes","30-39",39,"No","With Traffic","A: Disabling Injury","Travel Lane","White","Male","None - Rural Crash","Gaston","No","01-01-02","2007-04-17","Motorist Overtaking Bicyclist",17,"Non-Intersection","01-04-01","0001-01-01T12:08:58-04:56","Motorist Overtaking - Undetected Bicyclist",311231,2007,"A: Disabling Injury","Residential","25-29",27,"No","46-50 mph","O: No Injury","White","Male","Pickup","No","No","Daylight","Urban (>70% Developed)","2 lanes",2,"Straight - Level","NC Route","Dry","Two-Way, Not Divided","None","No Special Feature","Smooth Asphalt","Piedmont","Rural","40 - 45  MPH","No Control Present","Clear","No","35.292557, -81.23695",-81.23695,35.292557
"39",224,225,"No","30-39",37,"No","With Traffic","C: Possible Injury","Bike Lane / Paved Shoulder","White","Female","None - Rural Crash","Pitt","No","01-01-02","2007-04-17","Motorist Overtaking Bicyclist",7,"Non-Intersection","01-04-01","0001-01-01T02:53:58-04:56","Motorist Overtaking - Undetected Bicyclist",321231,2007,"C: Possible Injury","Farms, Woods, Pastures","25-29",29,"No","41-45 mph","O: No Injury","Black","Female","Passenger Car","No","No","Daylight","Rural (<30% Developed)","2 lanes",2,"Straight - Hillcrest","State Secondary Route","Dry","Two-Way, Not Divided","None","No Special Feature","Coarse Asphalt","Coastal","Rural","50 - 55  MPH","No Control Present","Clear","No","35.610477, -77.44189",-77.44189,35.610477
"40",226,227,"Yes","40-49",41,"No","With Traffic","B: Evident Injury","Travel Lane","White","Male","Charlotte","Mecklenburg","No","01-01-02","2007-04-17","Bicyclist Overtaking Motorist",17,"Non-Intersection","01-04-01","0001-01-01T12:06:58-04:56","Bicyclist Overtaking - Other /",311249,2007,"B: Evident Injury","Institutional","30-39",34,"No","0-5 mph","O: No Injury","White","Male","Passenger Car","No","No","Daylight","Urban (>70% Developed)","2 lanes",2,"Straight - Level","Local Street","Dry","Two-Way, Not Divided","None","No Special Feature","Smooth Asphalt","Piedmont","Urban","30 - 35  MPH","No Control Present","Clear","No","35.188705, -80.830986",-80.830986,35.188705
"41",227,228,"Yes","20-24",21,"No","With Traffic","B: Evident Injury","Sidewalk / Crosswalk / Driveway Crossing","Black","Male","Charlotte","Mecklenburg","No","01-01-03","2007-04-18","Motorist Right Turn / Merge",21,"Intersection","01-04-01","0001-01-01T16:51:58-04:56","Motorist Right Turn - Same Direction",131213,2007,"B: Evident Injury","Residential","40-49",40,"No","6-10 mph","O: No Injury","White","Female","Sport Utility","No","No","Dark - Lighted Roadway","Urban (>70% Developed)","4 lanes",2,"Straight - Level","Local Street","Dry","Two-Way, Not Divided","None","No Special Feature","Smooth Asphalt","Piedmont","Urban","40 - 45  MPH","Stop And Go Signal","Other","No","35.159485, -80.92077",-80.92077,35.159485
"42",228,229,"Yes","40-49",40,"No","With Traffic","B: Evident Injury","Bike Lane / Paved Shoulder","Black","Male","Durham","Durham","No","01-01-04","2007-07-12","Motorist Overtaking Bicyclist",15,"Non-Intersection","01-07-01","0001-01-01T10:47:58-04:56","Motorist Overtaking - Undetected Bicyclist",321231,2007,"B: Evident Injury","Commercial","50-59",53,"No","31-35 mph","O: No Injury","Black","Female","Van","No","No","Daylight","Urban (>70% Developed)","4 lanes",2,"Straight - Level","Local Street","Dry","Two-Way, Not Divided","None","No Special Feature","Smooth Asphalt","Piedmont","Urban","30 - 35  MPH","No Control Present","Clear","No","36.031948, -78.890785",-78.890785,36.031948
"43",233,234,"Yes","10-Jun",7,"No","Not Applicable","C: Possible Injury","Driveway / Alley","White","Male","Charlotte","Mecklenburg","No","01-01-05","2007-04-20","Loss of Control / Turning Error",19,"Non-Intersection","01-04-01","0001-01-01T14:58:58-04:56","Bicyclist Lost Control - Mechanical Problems",353121,2007,"C: Possible Injury","Residential","40-49",41,"No","11-15 mph","O: No Injury","White","Female","Sport Utility","No","No","Daylight","Urban (>70% Developed)","2 lanes",2,"Straight - Level","Local Street","Dry","Two-Way, Not Divided","None","No Special Feature","Smooth Asphalt","Piedmont","Urban","30 - 35  MPH","No Control Present","Clear","No","35.10358, -80.809204",-80.809204,35.10358
"44",235,236,"Yes","25-29",26,"No","With Traffic","C: Possible Injury","Travel Lane","White","Female","Charlotte","Mecklenburg","No","01-01-03","2007-07-18","Motorist Overtaking Bicyclist",19,"Intersection","01-07-01","0001-01-01T14:35:58-04:56","Motorist Overtaking - Other /",111239,2007,"C: Possible Injury","Residential","",NA,"Missing","","Injury","/Missing","","","No","Yes","Daylight","Urban (>70% Developed)","2 lanes",2,"Curve - Level","Local Street","Dry","Two-Way, Divided, Unprotected Median","None","No Special Feature","Smooth Asphalt","Piedmont","Urban","","No Control Present","Clear","No","35.123512, -80.78844",-80.78844,35.123512
"45",240,241,"Yes","10-Jun",9,"No","","B: Evident Injury","Driveway / Alley","White","Male","Garner","Wake","No","","2007-04-23","Bicyclist Failed to Yield - Midblock",17,"Non-Intersection","01-04-01","0001-01-01T12:38:58-04:56","Bicyclist Ride Out - Commercial Driveway / Alley",359312,2007,"B: Evident Injury","Institutional","30-39",36,"No","26-30 mph","O: No Injury","White","Female","Passenger Car","No","No","Daylight","Urban (>70% Developed)","2 lanes",2,"Straight - Level","Local Street","Dry","Two-Way, Divided, Unprotected Median","None","T-Intersection","Smooth Asphalt","Piedmont","Urban","30 - 35  MPH","No Control Present","Clear","No","35.689217, -78.61696",-78.61696,35.689217
"46",241,242,"No","10-Jun",9,"No","Facing Traffic","C: Possible Injury","Travel Lane","Black","Female","Charlotte","Mecklenburg","No","","2007-04-23","Backing Vehicle",19,"Non-Intersection","01-04-01","0001-01-01T14:52:58-04:56","Backing Vehicle",312600,2007,"C: Possible Injury","Residential","40-49",45,"No","","O: No Injury","Black","Male","Pickup","No","No","Daylight","Urban (>70% Developed)","",2,"Straight - Grade","Local Street","Dry","Two-Way, Not Divided","None","No Special Feature","Smooth Asphalt","Piedmont","Urban","","No Control Present","Clear","No","35.210136, -80.9211",-80.9211,35.210136
"47",244,245,"Yes","15-Nov",15,"No","With Traffic","B: Evident Injury","Travel Lane","White","Male","None - Rural Crash","Pitt","No","01-01-02","2007-04-24","Motorist Overtaking Bicyclist",17,"Non-Intersection","01-04-01","0001-01-01T12:30:58-04:56","Motorist Overtaking - Other /",311239,2007,"B: Evident Injury","Farms, Woods, Pastures","40-49",41,"No","31-35 mph","O: No Injury","Black","Male","Van","No","No","Daylight","Rural (<30% Developed)","2 lanes",2,"Straight - Level","State Secondary Route","Dry","Two-Way, Not Divided","None","No Special Feature","Coarse Asphalt","Coastal","Rural","50 - 55  MPH","No Control Present","Clear","No","35.45008, -77.410835",-77.410835,35.45008
"48",257,258,"Yes","30-39",37,"No","With Traffic","B: Evident Injury","Sidewalk / Crosswalk / Driveway Crossing","Black","Male","Charlotte","Mecklenburg","No","01-01-04","2007-07-26","Motorist Right Turn / Merge",16,"Non-Intersection","01-07-01","0001-01-01T11:07:58-04:56","Motorist Right Turn - Same Direction",331213,2007,"B: Evident Injury","Commercial","40-49",45,"No","0-5 mph","O: No Injury","Black","Male","Van","No","No","Daylight","Urban (>70% Developed)","4 lanes",2,"Straight - Grade","Local Street","Dry","Two-Way, Not Divided","None","Driveway, Public","Smooth Asphalt","Piedmont","Urban","30 - 35  MPH","No Control Present","Clear","No","35.21934, -80.7988",-80.7988,35.21934
"49",261,262,"Yes","70+",NA,"No","With Traffic","C: Possible Injury","Travel Lane","Black","Male","Morehead City","Carteret","No","01-01-06","2007-04-28","Motorist Failed to Yield - Sign-Controlled Intersection",13,"Intersection","01-04-01","0001-01-01T08:27:58-04:56","Motorist Drive Out - Sign-Controlled Intersection",111141,2007,"C: Possible Injury","Residential","50-59",57,"No","0-5 mph","O: No Injury","Black","Male","Van","No","No","Daylight","Urban (>70% Developed)","2 lanes",2,"Straight - Level","Local Street","Dry","Two-Way, Not Divided","None","No Special Feature","Smooth Asphalt","Coastal","Urban","20 - 25  MPH","Stop Sign","Clear","No","34.724094, -76.725235",-76.725235,34.724094
"50",262,263,"Yes","30-39",30,"No","","C: Possible Injury","Travel Lane","Black","Male","Burlington","Alamance","No","01-01-07","2007-04-29","Loss of Control / Turning Error",9,"Non-Intersection","01-04-01","0001-01-01T04:41:58-04:56","Bicyclist Lost Control - Other /",319129,2007,"C: Possible Injury","Residential","",NA,"Missing","0-5 mph","Injury","/Missing","","Passenger Car","No","No","Daylight","Urban (>70% Developed)","2 lanes",2,"Straight - Level","Local Street","Dry","Two-Way, Not Divided","None","No Special Feature","Smooth Asphalt","Piedmont","Urban","30 - 35  MPH","No Control Present","Clear","No","36.106133, -79.411385",-79.411385,36.106133
"51",272,273,"No","16-19",17,"No","With Traffic","O: No Injury","Travel Lane","White","Male","Kenly","Johnston","No","","2007-07-30","Bicyclist Failed to Yield - Sign-Controlled Intersection",7,"Intersection","01-07-01","0001-01-01T02:10:58-04:56","Bicyclist Ride Through - Sign-Controlled Intersection",111144,2007,"O: No Injury","Residential","50-59",53,"No","11-15 mph","O: No Injury","White","Male","Passenger Car","No","No","Daylight","Urban (>70% Developed)","2 lanes",2,"Straight - Level","Local Street","Dry","Two-Way, Not Divided","None","No Special Feature","Smooth Asphalt","Coastal","Rural","20 - 25  MPH","Stop Sign","Clear","No","35.59347, -78.124344",-78.124344,35.59347
"52",280,281,"No","20-24",20,"No","With Traffic","C: Possible Injury","Travel Lane","White","Male","Raleigh","Wake","No","01-01-05","2007-05-04","Other / Unusual Circumstances",5,"Non-Intersection","01-05-01","0001-01-01T00:20:58-04:56","Motorist Intentionally Caused",311510,2007,"C: Possible Injury","Commercial","",NA,"Missing","21-25 mph","Injury","/Missing","","","No","Yes","Dawn","Urban (>70% Developed)","4 lanes",2,"Straight - Level","Local Street","Dry","Two-Way, Divided, Unprotected Median","None","No Special Feature","Smooth Asphalt","Piedmont","Urban","40 - 45  MPH","No Control Present","Clear","No","35.899822, -78.68073",-78.68073,35.899822
"53",286,287,"No","30-39",32,"No","Facing Traffic","O: No Injury","Travel Lane","Black","Male","Rocky Mount","Nash","No","","2007-05-07","Bicyclist Right Turn / Merge",15,"Non-Intersection","01-05-01","0001-01-01T10:40:58-04:56","Bicyclist Right Turn - Same Direction",312223,2007,"O: No Injury","Residential","30-39",35,"No","0-5 mph","O: No Injury","Black","Female","Passenger Car","No","No","Daylight","Urban (>70% Developed)","3 lanes",2,"Straight - Grade","Local Street","Dry","Two-Way, Not Divided","None","No Special Feature","Coarse Asphalt","Coastal","Urban","30 - 35  MPH","No Control Present","Clear","No","35.91735, -77.807556",-77.807556,35.91735
"54",292,293,"Yes","25-29",26,"No","Facing Traffic","C: Possible Injury","Travel Lane","Black","Male","Charlotte","Mecklenburg","No","01-01-03","2007-05-09","Motorist Failed to Yield - Signalized Intersection",19,"Intersection","01-05-01","0001-01-01T14:04:58-04:56","Motorist Drive Out - Right Turn on Red",112151,2007,"C: Possible Injury","Commercial","50-59",50,"No","0-5 mph","O: No Injury","White","Female","Sport Utility","No","No","Daylight","Urban (>70% Developed)","4 lanes",2,"Straight - Level","Local Street","Dry","Two-Way, Not Divided","None","No Special Feature","Smooth Asphalt","Piedmont","Urban","20 - 25  MPH","Stop And Go Signal","Clear","No","35.228535, -80.838715",-80.838715,35.228535
"55",308,309,"No","50-59",54,"No","","C: Possible Injury","Travel Lane","White","Male","Greensboro","Guilford","No","","2007-05-14","Other /  - Insufficient Details",12,"Intersection","01-05-01","0001-01-01T07:03:58-04:56","Approach Paths",119970,2007,"C: Possible Injury","Residential","25-29",27,"No","6-10 mph","O: No Injury","Black","Male","Passenger Car","No","No","Daylight","Urban (>70% Developed)","2 lanes",2,"Straight - Level","Local Street","Dry","Two-Way, Not Divided","None","Four-Way Intersection","Concrete","Piedmont","Urban","30 - 35  MPH","Stop Sign","Clear","No","36.052532, -79.81239",-79.81239,36.052532
"56",311,312,"Yes","10-Jun",10,"No","Not Applicable","B: Evident Injury","Driveway / Alley","Black","Male","Morehead City","Carteret","No","01-01-02","2007-05-15","Bicyclist Failed to Yield - Midblock",17,"Non-Intersection","01-05-01","0001-01-01T12:07:58-04:56","Bicyclist Ride Out - Commercial Driveway / Alley",353312,2007,"B: Evident Injury","Residential","25-29",28,"No","21-25 mph","O: No Injury","White","Male","Pickup","No","No","Daylight","Urban (>70% Developed)","2 lanes",2,"Straight - Level","Local Street","Dry","Two-Way, Not Divided","None","No Special Feature","Smooth Asphalt","Coastal","Urban","20 - 25  MPH","No Control Present","Clear","No","34.722034, -76.70975",-76.70975,34.722034
"57",312,313,"No","40-49",47,"No","Facing Traffic","B: Evident Injury","Bike Lane / Paved Shoulder","White","Male","None - Rural Crash","Craven","No","01-01-03","2007-05-16","Head-On",21,"Non-Intersection","01-05-01","0001-01-01T16:03:58-04:56","Head-On - Bicyclist",322250,2007,"B: Evident Injury","Farms, Woods, Pastures","",NA,"Missing","","Injury","/Missing","","","No","Yes","Dark - Roadway Not Lighted","Rural (<30% Developed)","2 lanes",2,"Straight - Level","US Route","Dry","Two-Way, Not Divided","None","No Special Feature","Smooth Asphalt","Coastal","Rural","50 - 55  MPH","No Control Present","Clear","No","35.14582, -77.03163",-77.03163,35.14582
"58",503,504,"Yes","16-19",19,"No","With Traffic","C: Possible Injury","Bike Lane / Paved Shoulder","White","Male","None - Rural Crash","Currituck","No","01-01-04","2007-07-05","Motorist Failed to Yield - Sign-Controlled Intersection",12,"Intersection","01-07-01","0001-01-01T07:30:58-04:56","Motorist Drive Out - Sign-Controlled Intersection",121141,2007,"C: Possible Injury","Commercial","50-59",53,"No","6-10 mph","O: No Injury","White","Male","Sport Utility","No","No","Daylight","Mixed (30% To 70% Developed)","2 lanes",2,"Straight - Level","NC Route","Dry","Two-Way, Not Divided","None","T-Intersection","Smooth Asphalt","Coastal","Rural","5 - 15 MPH","Stop Sign","Clear","No","36.301872, -75.80454",-75.80454,36.301872
"59",504,505,"No","40-49",42,"Yes","Facing Traffic","C: Possible Injury","Travel Lane","White","Male","Concord","Cabarrus","Yes","01-01-04","2007-07-05","Head-On",5,"Non-Intersection","01-07-01","0001-01-01T00:36:58-04:56","Head-On - Bicyclist",312250,2007,"C: Possible Injury","Residential","70+",NA,"No","31-35 mph","O: No Injury","White","Female","Passenger Car","No","No","Dawn","Urban (>70% Developed)","2 lanes",2,"Straight - Level","Local Street","Dry","Two-Way, Not Divided","None","T-Intersection","Smooth Asphalt","Piedmont","Urban","30 - 35  MPH","Stop Sign","Clear","No","35.43917, -80.613655",-80.613655,35.43917
"60",506,507,"Yes","0-5",5,"No","","B: Evident Injury","Non-Roadway","White","Male","None - Rural Crash","Dare","No","01-01-05","2007-07-06","Non-Roadway",13,"Non-Roadway","01-07-01","0001-01-01T08:43:58-04:56","Non-Roadway",460910,2007,"B: Evident Injury","Commercial","60-69",61,"No","0-5 mph","O: No Injury","White","Male","Sport Utility","No","No","Daylight","Urban (>70% Developed)","",2,"Straight - Level","Public Vehicular Area","Dry","Two-Way, Not Divided","None","Driveway, Public","Smooth Asphalt","Coastal","Rural","","No Control Present","Clear","No","35.575123, -75.466324",-75.466324,35.575123
"61",508,509,"Yes","40-49",46,"No","Facing Traffic","B: Evident Injury","Travel Lane","Black","Male","Charlotte","Mecklenburg","No","01-01-07","2007-10-07","Motorist Failed to Yield - Midblock",14,"Non-Intersection","01-10-01","0001-01-01T09:56:58-04:56","Motorist Drive Out - Midblock -",312329,2007,"B: Evident Injury","Commercial","70+",NA,"No","0-5 mph","O: No Injury","White","Male","Van","No","No","Daylight","Urban (>70% Developed)","4 lanes",2,"Straight - Level","Local Street","Dry","Two-Way, Not Divided","None","No Special Feature","Smooth Asphalt","Piedmont","Urban","40 - 45  MPH","No Control Present","Clear","No","35.29146, -80.79704",-80.79704,35.29146
"62",515,516,"Yes","30-39",36,"No","With Traffic","B: Evident Injury","Travel Lane","White","Male","Randleman","Randolph","No","","2007-10-08","Motorist Failed to Yield - Midblock",13,"Non-Intersection","01-10-01","0001-01-01T08:10:58-04:56","Motorist Drive Out - Commercial Driveway / Alley",311322,2007,"B: Evident Injury","Commercial","0-19",19,"No","0-5 mph","O: No Injury","White","Female","Passenger Car","No","No","Daylight","Urban (>70% Developed)","3 lanes",2,"Straight - Level","US Route","Dry","Two-Way, Not Divided","None","Driveway, Public","Smooth Asphalt","Piedmont","Rural","30 - 35  MPH","No Control Present","Clear","No","35.812477, -79.80349",-79.80349,35.812477
"63",517,518,"No","60-69",60,"No","Facing Traffic","B: Evident Injury","Sidewalk / Crosswalk / Driveway Crossing","White","Male","Raleigh","Wake","No","","2007-07-09","Motorist Failed to Yield - Sign-Controlled Intersection",18,"Intersection","01-07-01","0001-01-01T13:37:58-04:56","Motorist Drive Out - Sign-Controlled Intersection",132141,2007,"B: Evident Injury","Commercial","30-39",30,"No","16-20 mph","O: No Injury","Black","Female","Passenger Car","No","No","Daylight","Urban (>70% Developed)","2 lanes",2,"Straight - Level","Local Street","Dry","Two-Way, Not Divided","None","T-Intersection","Smooth Asphalt","Piedmont","Urban","30 - 35  MPH","Stop Sign","Clear","No","35.893578, -78.62411",-78.62411,35.893578
"64",524,525,"No","40-49",45,"Yes","With Traffic","B: Evident Injury","Travel Lane","Black","Male","Wilmington","New Hanover","Yes","01-01-03","2007-07-11","Motorist Overtaking Bicyclist",22,"Non-Intersection","01-07-01","0001-01-01T17:25:58-04:56","Motorist Overtaking - Undetected Bicyclist",311231,2007,"B: Evident Injury","Residential","",NA,"Missing","0-5 mph","Injury","/Missing","","","No","Yes","Dark - Roadway Not Lighted","Urban (>70% Developed)","3 lanes",2,"Straight - Level","Local Street","Wet","Two-Way, Not Divided","None","No Special Feature","Smooth Asphalt","Coastal","Urban","30 - 35  MPH","No Control Present","Rain","No","34.24956, -77.88272",-77.88272,34.24956
"65",531,532,"Yes","40-49",49,"No","With Traffic","C: Possible Injury","Travel Lane","White","Female","Fayetteville","Cumberland","No","01-01-06","2007-07-14","Motorist Overtaking Bicyclist",21,"Non-Intersection","01-07-01","0001-01-01T16:46:58-04:56","Motorist Overtaking - Other /",311239,2007,"C: Possible Injury","Residential","50-59",51,"No","","Injury","/Missing","Female","Passenger Car","No","Yes","Dark - Lighted Roadway","Urban (>70% Developed)","3 lanes",2,"Straight - Level","Local Street","Dry","One-Way, Not Divided","None","No Special Feature","Coarse Asphalt","Coastal","Urban","30 - 35  MPH","No Control Present","Clear","No","35.022194, -78.90106",-78.90106,35.022194
